Order_ID,Order_Date,City,State,Zone,Distance_km,Package_Weight_kg,Service_Type,Payment_Mode,Customer_Segment,Courier_Partner,Traffic_Level,Weather,Promised_Delivery_Hrs,Actual_Delivery_Hrs,Delay_Hrs,On_Time_Flag,Last_Mile_Status,Customer_Rating
ORD002774,2026-01-06,Coimbatore,TN,East,11.9,0.82,Standard,Prepaid,New,BlueDart,High,Clear,19,21.5,2.5,No,RTO,4
ORD002775,2025-12-19,Surat,GJ,South,6.9,0.84,Standard,Prepaid,Returning,EcomExpress,High,Rain,49,53.5,4.5,No,Delivered,4
ORD002776,2026-02-14,Kolkata,WB,West,5.8,0.95,Express,Prepaid,Returning,Delhivery,Severe,Clear,14,19.8,5.8,No,Delivered,5
ORD002777,2025-12-10,Surat,GJ,West,16.7,1.3,Express,Prepaid,New,AmazonLogistics,Medium,Clear,15,19.7,4.7,No,NDR_Pending,3
ORD002778,2026-01-24,Gurgaon,HR,West,13.2,1.23,Express,Prepaid,New,Shadowfax,High,Clear,10,16.3,6.3,No,Delivered,4
ORD002779,2026-03-03,Ahmedabad,GJ,North,8.1,0.72,SameDay,Prepaid,New,Delhivery,High,Clear,7,12.0,5.0,No,Delivered,4
ORD002780,2026-01-10,Mumbai,MH,West,3.6,2.47,Express,Prepaid,Returning,Ekart,Severe,Fog,19,24.3,5.3,No,Delivered,4
ORD002781,2025-12-22,Kolkata,WB,Central,0.5,1.11,Standard,Prepaid,Returning,DTDC,High,Clear,47,48.8,1.8,No,Delivered,5
ORD002782,2026-02-14,Gurgaon,HR,South,10.3,2.66,SameDay,Prepaid,New,AmazonLogistics,Low,Clear,8,10.6,2.6,No,Delivered,4
ORD002783,2026-01-30,Patna,BR,Central,12.6,2.62,Standard,COD,Returning,BlueDart,Severe,Rain,16,25.4,9.4,No,Delivered,3
ORD002784,2026-03-01,Bhopal,MP,South,9.1,0.59,Standard,Prepaid,Returning,Ekart,High,Clear,29,33.6,4.6,No,Delivered,4
ORD002785,2026-01-13,Gurgaon,HR,North,0.7,0.82,Standard,Prepaid,Returning,EcomExpress,Medium,Rain,29,33.1,4.1,No,Delivered,5
ORD002786,2026-01-06,Delhi,DL,North,8.1,0.86,Standard,Prepaid,New,EcomExpress,Low,Clear,35,35.9,0.9,No,Delivered,4
ORD002787,2026-01-03,Chennai,TN,East,5.6,1.33,Express,Prepaid,New,Ekart,Severe,Fog,18,27.1,9.1,No,Delivered,4
ORD002788,2025-12-20,Pune,MH,West,8.1,1.71,Express,Prepaid,VIP,Ekart,Low,Rain,10,12.3,2.3,No,Delivered,4
ORD002789,2026-01-23,Mumbai,MH,South,15.3,1.21,Standard,Prepaid,New,Shadowfax,High,Rain,26,30.2,4.2,No,Delivered,4
ORD002790,2026-03-01,Bhopal,MP,West,10.7,0.79,Express,Prepaid,New,Delhivery,Medium,Clear,12,15.4,3.4,No,Delivered,4
ORD002791,2026-02-02,Gurgaon,HR,South,9.8,2.98,Standard,Prepaid,Returning,EcomExpress,High,Fog,33,38.3,5.3,No,Delivered,3
ORD002792,2026-02-07,Bangalore,KA,South,7.3,0.85,SameDay,Prepaid,Returning,AmazonLogistics,Low,Rain,5,5.8,0.8,No,Delivered,4
ORD002793,2026-02-09,Coimbatore,TN,East,9.2,1.72,Standard,COD,VIP,AmazonLogistics,High,Clear,16,20.6,4.6,No,Delivered,4
ORD002794,2025-12-24,Surat,GJ,West,4.6,1.08,Standard,Prepaid,Returning,BlueDart,Medium,Clear,26,25.0,-1.0,Yes,Delivered,4
ORD002795,2026-02-14,Pune,MH,West,9.7,1.06,Express,COD,VIP,Delhivery,Severe,Clear,12,18.5,6.5,No,Delivered,4
ORD002796,2025-12-05,Gurgaon,HR,West,6.7,1.66,Standard,Prepaid,New,DTDC,Medium,Clear,13,14.7,1.7,No,Delivered,4
ORD002797,2026-01-14,Chandigarh,CH,Central,4.2,2.79,Standard,Prepaid,Returning,DTDC,Low,Clear,41,44.0,3.0,No,Delivered,4
ORD002798,2026-02-03,Indore,MP,North,10.8,1.33,Standard,Prepaid,New,BlueDart,Medium,Heatwave,40,43.3,3.3,No,Delivered,5
ORD002799,2025-12-20,Coimbatore,TN,North,0.5,0.82,Standard,COD,VIP,XpressBees,Low,Storm,20,26.0,6.0,No,Delivered,3
ORD002800,2026-01-30,Ahmedabad,GJ,North,5.3,2.69,Standard,Prepaid,Returning,Ekart,Severe,Clear,36,39.5,3.5,No,Delivered,3
ORD002801,2025-12-11,Patna,BR,West,10.0,1.49,Express,COD,Returning,EcomExpress,Low,Heatwave,14,15.0,1.0,No,Delivered,4
ORD002802,2025-12-25,Jaipur,RJ,West,12.4,1.22,Standard,COD,Returning,XpressBees,Medium,Rain,17,21.8,4.8,No,RTO,2
ORD002803,2026-02-12,Noida,UP,West,9.4,2.05,Express,Prepaid,New,XpressBees,High,Clear,8,12.6,4.6,No,Delivered,4
ORD002804,2026-02-01,Pune,MH,South,4.8,1.34,Standard,Prepaid,Returning,XpressBees,Medium,Heatwave,18,20.8,2.8,No,Delivered,5
ORD002805,2026-03-01,Bangalore,KA,North,7.3,4.83,Standard,Prepaid,New,AmazonLogistics,Medium,Rain,46,50.5,4.5,No,Delivered,4
ORD002806,2025-12-19,Noida,UP,West,8.7,1.11,Express,Prepaid,Returning,XpressBees,High,Clear,17,21.4,4.4,No,Delivered,4
ORD002807,2026-02-19,Chennai,TN,Central,13.7,2.2,Express,COD,New,Shadowfax,Medium,Clear,13,15.1,2.1,No,Delivered,3
ORD002808,2026-01-10,Kolkata,WB,South,11.2,1.44,Express,COD,New,Delhivery,High,Clear,11,16.1,5.1,No,Reattempted,3
ORD002809,2026-02-14,Patna,BR,North,11.2,1.44,Express,Prepaid,New,DTDC,High,Heatwave,9,14.2,5.2,No,Delivered,4
ORD002810,2026-01-02,Bangalore,KA,South,7.8,0.89,SameDay,Prepaid,Returning,Delhivery,Medium,Clear,7,10.6,3.6,No,Delivered,5
ORD002811,2026-02-13,Surat,GJ,South,3.2,0.89,SameDay,Prepaid,Returning,Delhivery,High,Clear,4,5.8,1.8,No,Delivered,4
ORD002812,2026-02-21,Chennai,TN,North,1.9,1.49,Express,COD,Returning,Shadowfax,High,Clear,18,20.4,2.4,No,Delivered,4
ORD002813,2026-02-09,Bangalore,KA,South,6.3,0.66,Standard,Prepaid,New,XpressBees,Medium,Clear,48,50.6,2.6,No,Delivered,4
ORD002814,2025-12-31,Noida,UP,West,10.3,0.78,Standard,Prepaid,New,Ekart,High,Clear,25,30.5,5.5,No,Delivered,3
ORD002815,2026-02-20,Bangalore,KA,South,5.5,1.12,Express,Prepaid,Returning,DTDC,Medium,Heatwave,8,10.6,2.6,No,Delivered,3
ORD002816,2025-12-30,Pune,MH,South,9.8,2.33,Standard,COD,New,AmazonLogistics,Medium,Clear,46,48.9,2.9,No,RTO,4
ORD002817,2025-12-15,Kochi,KL,North,4.3,1.16,Standard,Prepaid,Returning,BlueDart,High,Heatwave,27,30.4,3.4,No,Delivered,4
ORD002818,2026-02-11,Chandigarh,CH,East,4.9,1.15,Standard,Prepaid,Returning,Shadowfax,Low,Clear,21,21.8,0.8,No,Delivered,5
ORD002819,2025-12-24,Delhi,DL,South,13.1,0.59,SameDay,COD,VIP,Ekart,Medium,Clear,8,12.8,4.8,No,Delivered,4
ORD002820,2025-12-06,Coimbatore,TN,South,10.6,3.06,Standard,COD,New,BlueDart,Low,Clear,26,27.9,1.9,No,Delivered,5
ORD002821,2025-12-12,Surat,GJ,North,6.3,2.15,Express,Prepaid,Returning,AmazonLogistics,High,Clear,12,14.1,2.1,No,Delivered,3
ORD002822,2026-02-08,Bhopal,MP,West,4.2,2.3,Express,COD,VIP,Shadowfax,High,Fog,7,12.1,5.1,No,Delivered,4
ORD002823,2025-12-08,Delhi,DL,East,11.3,0.46,Express,Prepaid,Returning,EcomExpress,Medium,Rain,15,19.0,4.0,No,Delivered,4
ORD002824,2025-12-09,Noida,UP,North,11.0,1.36,Standard,Prepaid,Returning,XpressBees,Low,Clear,19,20.0,1.0,No,Delivered,5
ORD002825,2026-03-05,Nagpur,MH,North,10.1,0.63,Express,Prepaid,New,EcomExpress,Severe,Heatwave,17,23.0,6.0,No,Delivered,4
ORD002826,2025-12-10,Bhopal,MP,North,6.8,1.76,Express,Prepaid,Returning,Delhivery,Medium,Rain,9,12.8,3.8,No,Delivered,4
ORD002827,2026-02-06,Ahmedabad,GJ,West,3.1,1.34,Standard,COD,Returning,EcomExpress,Medium,Clear,29,31.5,2.5,No,Delivered,4
ORD002828,2026-01-18,Gurgaon,HR,Central,7.4,1.51,Express,Prepaid,New,EcomExpress,Low,Rain,18,19.9,1.9,No,Delivered,3
ORD002829,2026-01-04,Nagpur,MH,South,13.1,0.72,Standard,Prepaid,New,BlueDart,Medium,Rain,30,33.5,3.5,No,Delivered,4
ORD002830,2026-03-02,Delhi,DL,South,3.9,0.59,Express,COD,Returning,Ekart,Medium,Rain,17,20.6,3.6,No,Delivered,4
ORD002831,2026-01-05,Gurgaon,HR,West,7.7,0.75,Express,Prepaid,New,BlueDart,High,Clear,16,18.0,2.0,No,Delivered,5
ORD002832,2025-12-19,Patna,BR,West,14.0,1.33,Standard,Prepaid,Returning,AmazonLogistics,High,Clear,45,47.9,2.9,No,Delivered,4
ORD002833,2026-01-09,Kolkata,WB,North,6.3,0.96,SameDay,Prepaid,New,XpressBees,Low,Clear,7,9.4,2.4,No,Delivered,5
ORD002834,2026-01-01,Surat,GJ,North,7.0,1.29,Standard,COD,VIP,Delhivery,Medium,Clear,18,22.2,4.2,No,NDR_Pending,4
ORD002835,2026-02-12,Ahmedabad,GJ,South,2.1,0.6,Express,Prepaid,Returning,EcomExpress,Medium,Clear,10,11.1,1.1,No,Delivered,4
ORD002836,2026-02-04,Surat,GJ,East,10.0,1.1,Express,COD,VIP,Ekart,Low,Rain,18,21.1,3.1,No,Delivered,5
ORD002837,2025-12-14,Noida,UP,West,4.5,2.55,Standard,COD,Returning,XpressBees,High,Clear,23,26.8,3.8,No,Delivered,3
ORD002838,2026-02-24,Chandigarh,CH,West,1.3,1.35,Express,COD,New,Ekart,Medium,Clear,14,16.0,2.0,No,Delivered,4
ORD002839,2026-02-22,Hyderabad,TG,East,3.7,1.4,Express,COD,New,EcomExpress,Severe,Clear,15,21.1,6.1,No,RTO,2
ORD002840,2026-01-19,Noida,UP,North,8.3,1.41,Standard,Prepaid,New,DTDC,Medium,Clear,22,24.0,2.0,No,Delivered,4
ORD002841,2026-01-09,Jaipur,RJ,South,1.2,0.81,Express,COD,Returning,AmazonLogistics,Medium,Clear,13,13.5,0.5,No,Delivered,4
ORD002842,2026-01-19,Coimbatore,TN,North,2.0,2.94,Standard,Prepaid,New,Ekart,Severe,Rain,28,37.1,9.1,No,Delivered,3
ORD002843,2026-01-20,Patna,BR,East,9.7,1.37,Standard,Prepaid,Returning,Delhivery,Medium,Heatwave,16,17.6,1.6,No,Delivered,4
ORD002844,2026-01-02,Lucknow,UP,West,7.2,1.23,Standard,Prepaid,Returning,Ekart,Low,Clear,39,41.3,2.3,No,Delivered,4
ORD002845,2026-01-13,Lucknow,UP,South,3.8,1.67,Standard,COD,Returning,BlueDart,Medium,Fog,41,46.7,5.7,No,Delivered,4
ORD002846,2026-01-08,Lucknow,UP,North,6.2,1.94,Standard,Prepaid,Returning,AmazonLogistics,Severe,Heatwave,16,20.7,4.7,No,NDR_Pending,3
ORD002847,2026-03-04,Chandigarh,CH,West,14.5,0.52,Standard,COD,Returning,XpressBees,Medium,Rain,35,41.0,6.0,No,Delivered,3
ORD002848,2025-12-17,Ahmedabad,GJ,West,12.6,1.14,SameDay,COD,Returning,XpressBees,Medium,Storm,4,9.0,5.0,No,RTO,3
ORD002849,2025-12-10,Chennai,TN,West,7.1,4.23,Standard,Prepaid,New,BlueDart,Medium,Clear,48,49.5,1.5,No,Delivered,4
ORD002850,2025-12-16,Ahmedabad,GJ,North,10.8,2.98,Express,Prepaid,New,AmazonLogistics,Medium,Clear,16,19.1,3.1,No,Delivered,3
ORD002851,2025-12-19,Bangalore,KA,East,8.0,1.04,Standard,Prepaid,Returning,EcomExpress,Low,Fog,45,48.7,3.7,No,Delivered,4
ORD002852,2026-02-09,Ahmedabad,GJ,West,0.5,1.71,Standard,Prepaid,New,Shadowfax,Medium,Clear,41,42.1,1.1,No,Delivered,4
ORD002853,2026-01-06,Delhi,DL,West,0.5,0.91,Express,Prepaid,Returning,XpressBees,Severe,Clear,18,24.4,6.4,No,Delivered,4
ORD002854,2026-01-18,Pune,MH,West,3.9,1.37,Standard,Prepaid,VIP,AmazonLogistics,High,Clear,47,50.3,3.3,No,Delivered,5
ORD002855,2026-02-18,Coimbatore,TN,East,1.2,0.84,Standard,Prepaid,Returning,Shadowfax,Low,Clear,34,35.2,1.2,No,Delivered,4
ORD002856,2026-02-13,Pune,MH,Central,8.6,0.83,SameDay,Prepaid,New,DTDC,Medium,Clear,4,5.5,1.5,No,RTO,3
ORD002857,2026-02-26,Indore,MP,West,5.3,0.77,Standard,Prepaid,New,Shadowfax,Low,Clear,29,26.9,-2.1,Yes,Delivered,4
ORD002858,2026-02-02,Patna,BR,South,9.2,3.03,Standard,Prepaid,VIP,XpressBees,Medium,Storm,16,22.4,6.4,No,Delivered,4
ORD002859,2026-02-12,Coimbatore,TN,South,9.3,0.83,Express,Prepaid,New,DTDC,High,Clear,18,22.0,4.0,No,Delivered,5
ORD002860,2025-12-05,Jaipur,RJ,East,10.3,2.19,Standard,COD,New,DTDC,Medium,Rain,19,25.0,6.0,No,Reattempted,4
ORD002861,2026-01-02,Bangalore,KA,West,3.8,0.85,Express,Prepaid,Returning,AmazonLogistics,High,Clear,11,13.4,2.4,No,Delivered,4
ORD002862,2026-01-19,Gurgaon,HR,North,9.6,0.8,Standard,Prepaid,Returning,XpressBees,Medium,Clear,38,40.6,2.6,No,Delivered,4
ORD002863,2026-02-26,Bhopal,MP,North,3.7,1.4,Standard,Prepaid,Returning,EcomExpress,High,Heatwave,44,47.9,3.9,No,Delivered,3
ORD002864,2026-01-24,Nagpur,MH,East,10.3,0.51,Standard,Prepaid,Returning,DTDC,Severe,Clear,22,26.4,4.4,No,NDR_Pending,3
ORD002865,2026-02-08,Pune,MH,East,12.4,1.65,Standard,COD,Returning,Delhivery,High,Clear,46,48.4,2.4,No,Delivered,4
ORD002866,2025-12-17,Mumbai,MH,Central,10.4,1.02,Express,Prepaid,New,EcomExpress,Severe,Fog,15,21.6,6.6,No,Delivered,4
ORD002867,2026-02-13,Kolkata,WB,South,6.8,0.79,SameDay,Prepaid,Returning,AmazonLogistics,High,Clear,6,7.3,1.3,No,Delivered,5
ORD002868,2026-03-02,Bangalore,KA,East,9.8,0.7,Express,COD,Returning,BlueDart,Medium,Clear,18,20.4,2.4,No,Delivered,4
ORD002869,2026-01-06,Chandigarh,CH,East,1.4,3.61,Standard,COD,Returning,Shadowfax,Medium,Storm,35,38.3,3.3,No,Delivered,4
ORD002870,2026-02-15,Hyderabad,TG,South,0.5,1.08,SameDay,Prepaid,VIP,Ekart,Medium,Clear,6,6.6,0.6,No,Delivered,5
ORD002871,2025-12-23,Chennai,TN,North,9.4,1.06,Express,Prepaid,New,EcomExpress,High,Rain,18,25.9,7.9,No,Delivered,4
ORD002872,2026-02-24,Noida,UP,Central,12.7,1.87,Standard,Prepaid,Returning,Delhivery,Low,Clear,27,28.8,1.8,No,Delivered,5
ORD002873,2026-02-05,Bhopal,MP,North,2.6,0.67,Standard,Prepaid,Returning,Delhivery,Severe,Clear,17,21.5,4.5,No,Delivered,5
ORD002874,2026-01-28,Hyderabad,TG,West,7.6,2.18,Standard,COD,Returning,EcomExpress,Medium,Clear,29,31.8,2.8,No,Delivered,4
ORD002875,2026-01-27,Ahmedabad,GJ,West,9.3,1.08,Standard,Prepaid,New,DTDC,High,Rain,14,20.0,6.0,No,Delivered,3
ORD002876,2026-02-18,Surat,GJ,West,5.0,0.48,Standard,Prepaid,Returning,AmazonLogistics,Medium,Clear,22,22.4,0.4,No,Delivered,4
ORD002877,2025-12-28,Kochi,KL,North,6.1,0.8,Standard,Prepaid,VIP,XpressBees,Severe,Heatwave,50,55.7,5.7,No,Delivered,4
ORD002878,2025-12-21,Gurgaon,HR,West,10.0,0.57,SameDay,COD,Returning,EcomExpress,Low,Rain,7,10.4,3.4,No,Reattempted,3
ORD002879,2026-01-28,Chandigarh,CH,North,7.9,1.16,Standard,Prepaid,New,Shadowfax,Medium,Clear,15,15.2,0.2,No,Delivered,4
ORD002880,2026-02-20,Noida,UP,East,8.0,0.69,Standard,COD,New,Delhivery,High,Clear,49,54.5,5.5,No,Delivered,3
ORD002881,2026-02-26,Mumbai,MH,North,3.6,0.64,SameDay,Prepaid,Returning,DTDC,Medium,Rain,5,7.6,2.6,No,Delivered,4
ORD002882,2026-02-26,Hyderabad,TG,West,7.4,1.32,Standard,COD,New,XpressBees,Medium,Rain,23,29.5,6.5,No,Delivered,3
ORD002883,2025-12-20,Indore,MP,East,5.9,1.13,Standard,COD,Returning,Delhivery,Severe,Clear,19,23.5,4.5,No,Delivered,4
ORD002884,2025-12-06,Mumbai,MH,North,6.1,2.28,Standard,COD,VIP,AmazonLogistics,High,Fog,32,35.7,3.7,No,Delivered,4
ORD002885,2025-12-24,Ahmedabad,GJ,North,5.3,2.22,Express,COD,VIP,AmazonLogistics,Low,Clear,18,21.2,3.2,No,Delivered,3
ORD002886,2026-02-01,Bangalore,KA,East,7.4,1.15,Standard,COD,Returning,EcomExpress,High,Heatwave,16,19.1,3.1,No,Delivered,4
ORD002887,2026-01-11,Gurgaon,HR,North,4.0,1.49,Express,COD,Returning,XpressBees,Medium,Heatwave,7,7.5,0.5,No,Delivered,4
ORD002888,2025-12-13,Pune,MH,North,7.5,0.47,Express,Prepaid,New,XpressBees,Medium,Clear,13,13.5,0.5,No,RTO,4
ORD002889,2026-01-09,Delhi,DL,South,6.0,1.68,Express,Prepaid,New,Delhivery,High,Clear,12,15.1,3.1,No,Delivered,5
ORD002890,2026-02-01,Bangalore,KA,Central,3.8,1.41,Express,Prepaid,Returning,EcomExpress,Low,Clear,16,15.3,-0.7,Yes,Delivered,5
ORD002891,2025-12-09,Delhi,DL,West,0.5,1.96,Express,Prepaid,New,DTDC,Medium,Clear,8,8.8,0.8,No,Delivered,4
ORD002892,2026-02-24,Indore,MP,South,11.3,0.92,Express,Prepaid,New,Ekart,Medium,Fog,18,20.3,2.3,No,Delivered,4
ORD002893,2026-01-10,Ahmedabad,GJ,Central,10.5,0.92,Standard,Prepaid,Returning,XpressBees,High,Clear,29,34.3,5.3,No,Delivered,4
ORD002894,2025-12-21,Gurgaon,HR,South,4.3,0.93,Standard,COD,Returning,XpressBees,Medium,Rain,35,39.7,4.7,No,Delivered,4
ORD002895,2026-01-09,Chennai,TN,South,10.2,2.61,Standard,Prepaid,VIP,XpressBees,Medium,Heatwave,17,18.9,1.9,No,Delivered,5
ORD002896,2026-01-18,Surat,GJ,South,3.4,1.31,Standard,Prepaid,New,Shadowfax,Severe,Storm,14,19.1,5.1,No,Delivered,3
ORD002897,2026-02-14,Kochi,KL,South,6.3,0.45,Standard,Prepaid,Returning,Delhivery,High,Clear,18,20.2,2.2,No,Delivered,4
ORD002898,2025-12-13,Nagpur,MH,South,5.4,1.63,Express,Prepaid,Returning,BlueDart,Medium,Storm,13,18.6,5.6,No,NDR_Pending,2
ORD002899,2026-01-16,Patna,BR,West,6.4,0.84,Standard,Prepaid,New,Ekart,Severe,Clear,33,39.2,6.2,No,Delivered,4
ORD002900,2026-02-02,Hyderabad,TG,North,10.1,2.12,Standard,Prepaid,Returning,AmazonLogistics,Medium,Clear,36,37.4,1.4,No,Reattempted,4
ORD002901,2026-02-16,Surat,GJ,West,5.9,1.53,Standard,Prepaid,Returning,Ekart,Medium,Clear,47,48.3,1.3,No,Delivered,4
ORD002902,2025-12-15,Bhopal,MP,North,6.1,2.33,Express,COD,Returning,Delhivery,Medium,Rain,8,11.6,3.6,No,Reattempted,4
ORD002903,2025-12-15,Chandigarh,CH,South,10.5,2.06,Standard,Prepaid,Returning,Shadowfax,Low,Clear,34,35.9,1.9,No,Delivered,5
ORD002904,2026-03-03,Nagpur,MH,North,7.7,1.94,Express,COD,Returning,XpressBees,High,Clear,8,13.3,5.3,No,Delivered,3
ORD002905,2026-02-27,Kochi,KL,West,5.1,2.18,Standard,COD,VIP,EcomExpress,Medium,Clear,25,27.3,2.3,No,Delivered,5
ORD002906,2026-01-03,Chandigarh,CH,West,8.5,1.8,Standard,Prepaid,New,EcomExpress,Severe,Heatwave,23,28.6,5.6,No,Delivered,5
ORD002907,2026-01-17,Nagpur,MH,South,11.5,0.73,Express,Prepaid,Returning,AmazonLogistics,Medium,Clear,10,12.8,2.8,No,Delivered,4
ORD002908,2025-12-21,Gurgaon,HR,North,11.7,0.56,SameDay,COD,VIP,DTDC,Low,Rain,5,11.3,6.3,No,Delivered,4
ORD002909,2026-02-15,Delhi,DL,North,2.2,0.67,Express,COD,Returning,XpressBees,Medium,Rain,7,10.6,3.6,No,NDR_Pending,3
ORD002910,2026-03-01,Kolkata,WB,East,2.4,1.71,SameDay,Prepaid,Returning,EcomExpress,Low,Clear,4,4.8,0.8,No,Delivered,4
ORD002911,2026-01-20,Delhi,DL,North,11.5,0.29,Standard,Prepaid,Returning,Shadowfax,Severe,Clear,16,20.5,4.5,No,Delivered,4
ORD002912,2026-02-01,Pune,MH,East,6.3,1.1,Express,Prepaid,New,Delhivery,High,Clear,9,12.4,3.4,No,Delivered,5
ORD002913,2026-02-04,Lucknow,UP,South,0.5,0.94,Express,Prepaid,Returning,Delhivery,High,Clear,8,9.5,1.5,No,Delivered,5
ORD002914,2026-01-18,Hyderabad,TG,North,4.6,2.3,Express,Prepaid,Returning,Shadowfax,High,Heatwave,9,14.5,5.5,No,Delivered,4
ORD002915,2026-01-13,Jaipur,RJ,West,5.7,1.03,Express,COD,New,EcomExpress,Medium,Clear,15,18.6,3.6,No,Delivered,5
ORD002916,2026-02-11,Jaipur,RJ,South,6.2,0.89,Express,Prepaid,Returning,Ekart,Low,Rain,7,12.0,5.0,No,Delivered,4
ORD002917,2026-01-02,Nagpur,MH,North,10.6,2.43,Standard,Prepaid,New,Shadowfax,Medium,Fog,15,18.9,3.9,No,Delivered,4
ORD002918,2026-02-21,Gurgaon,HR,Central,3.8,1.05,Standard,Prepaid,New,Delhivery,High,Heatwave,21,27.3,6.3,No,Delivered,3
ORD002919,2026-01-10,Bhopal,MP,North,11.2,0.95,Standard,Prepaid,VIP,Delhivery,Medium,Clear,28,30.8,2.8,No,Delivered,4
ORD002920,2026-02-16,Ahmedabad,GJ,South,8.6,0.82,Express,Prepaid,VIP,DTDC,Low,Heatwave,14,16.3,2.3,No,Delivered,4
ORD002921,2026-01-15,Kolkata,WB,South,2.4,1.31,Standard,Prepaid,Returning,Delhivery,High,Rain,35,41.1,6.1,No,Delivered,4
ORD002922,2026-01-06,Patna,BR,South,6.2,0.91,Express,COD,Returning,EcomExpress,Medium,Clear,12,13.4,1.4,No,Delivered,4
ORD002923,2025-12-15,Delhi,DL,East,9.5,0.91,Standard,COD,Returning,BlueDart,Medium,Rain,46,50.2,4.2,No,Delivered,3
ORD002924,2026-01-10,Surat,GJ,North,7.7,2.64,Standard,Prepaid,New,EcomExpress,Low,Clear,28,29.2,1.2,No,Delivered,4
ORD002925,2026-02-06,Jaipur,RJ,Central,9.0,1.14,Standard,Prepaid,New,XpressBees,Medium,Rain,24,28.7,4.7,No,Delivered,3
ORD002926,2026-01-21,Bangalore,KA,West,5.2,0.84,Standard,Prepaid,Returning,Shadowfax,Medium,Rain,46,48.9,2.9,No,Delivered,4
ORD002927,2026-01-29,Nagpur,MH,Central,9.7,0.61,Express,COD,Returning,Delhivery,Severe,Rain,13,20.1,7.1,No,Delivered,4
ORD002928,2026-01-27,Kolkata,WB,East,5.9,1.24,Standard,Prepaid,Returning,AmazonLogistics,High,Fog,41,45.3,4.3,No,Delivered,4
ORD002929,2026-01-15,Bangalore,KA,Central,17.7,0.79,Standard,COD,New,BlueDart,Low,Rain,49,53.1,4.1,No,Delivered,4
ORD002930,2026-01-01,Kochi,KL,West,2.2,0.89,Standard,Prepaid,VIP,XpressBees,High,Clear,24,27.1,3.1,No,Delivered,4
ORD002931,2025-12-21,Bangalore,KA,South,18.3,0.66,Standard,Prepaid,New,Delhivery,High,Clear,30,36.3,6.3,No,Delivered,4
ORD002932,2025-12-17,Kochi,KL,South,3.7,1.24,Standard,Prepaid,Returning,XpressBees,High,Fog,32,34.8,2.8,No,Delivered,5
ORD002933,2026-02-09,Bangalore,KA,West,12.6,0.51,Standard,Prepaid,New,EcomExpress,Severe,Rain,44,52.5,8.5,No,Delivered,4
ORD002934,2026-01-13,Jaipur,RJ,South,10.8,1.41,Express,Prepaid,New,Shadowfax,High,Heatwave,10,14.0,4.0,No,Delivered,3
ORD002935,2025-12-11,Bhopal,MP,West,3.9,0.8,Express,Prepaid,Returning,EcomExpress,Medium,Clear,15,16.5,1.5,No,Delivered,4
ORD002936,2026-02-17,Hyderabad,TG,North,9.9,1.7,SameDay,Prepaid,Returning,Ekart,Medium,Clear,5,6.1,1.1,No,Delivered,4
ORD002937,2026-01-08,Patna,BR,East,5.5,1.48,Standard,COD,Returning,EcomExpress,Medium,Fog,43,47.7,4.7,No,Delivered,4
ORD002938,2025-12-30,Coimbatore,TN,North,8.6,1.18,Standard,Prepaid,New,Ekart,Medium,Rain,34,37.6,3.6,No,Delivered,4
ORD002939,2026-01-16,Gurgaon,HR,Central,8.1,1.84,Standard,COD,VIP,Ekart,Severe,Clear,43,48.5,5.5,No,Delivered,4
ORD002940,2026-01-08,Bangalore,KA,North,6.1,2.81,Standard,COD,Returning,BlueDart,High,Clear,34,38.1,4.1,No,Delivered,4
ORD002941,2026-01-10,Coimbatore,TN,North,5.8,2.37,Standard,Prepaid,Returning,EcomExpress,Medium,Heatwave,32,35.5,3.5,No,Delivered,4
ORD002942,2025-12-29,Gurgaon,HR,East,8.9,0.5,Standard,Prepaid,New,BlueDart,Severe,Rain,47,55.2,8.2,No,Delivered,4
ORD002943,2025-12-08,Patna,BR,East,3.9,0.77,Standard,Prepaid,VIP,Ekart,High,Clear,26,28.3,2.3,No,Delivered,4
ORD002944,2026-01-29,Bangalore,KA,West,4.0,0.83,Standard,COD,Returning,XpressBees,Medium,Clear,19,22.2,3.2,No,Delivered,4
ORD002945,2026-02-10,Bhopal,MP,Central,11.3,1.62,Standard,COD,Returning,XpressBees,Severe,Clear,41,48.1,7.1,No,Delivered,3
ORD002946,2026-03-01,Delhi,DL,North,9.2,0.81,Express,COD,New,Delhivery,Medium,Clear,12,15.0,3.0,No,Delivered,4
ORD002947,2025-12-18,Indore,MP,East,2.3,0.79,Express,Prepaid,New,AmazonLogistics,Medium,Clear,13,15.7,2.7,No,Delivered,4
ORD002948,2025-12-21,Lucknow,UP,South,3.5,0.71,Standard,COD,Returning,Delhivery,Medium,Clear,24,25.4,1.4,No,Delivered,4
ORD002949,2026-01-12,Surat,GJ,South,0.5,1.32,Standard,Prepaid,Returning,Delhivery,Severe,Fog,39,45.5,6.5,No,Delivered,4
ORD002950,2026-02-13,Surat,GJ,South,11.1,1.62,Standard,Prepaid,Returning,EcomExpress,Medium,Clear,29,32.0,3.0,No,Delivered,4
ORD002951,2026-01-31,Mumbai,MH,North,10.3,0.53,Standard,Prepaid,Returning,Shadowfax,Medium,Rain,36,38.7,2.7,No,Delivered,5
ORD002952,2026-02-03,Surat,GJ,West,3.1,0.81,Standard,Prepaid,Returning,Ekart,High,Clear,14,18.5,4.5,No,Delivered,3
